Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,B,Bi,Pb,Al
-0.6519311264607119,-0.9674316911324025,1.6037978930591434,0.015127853651614644,-0.47636798744446185,-0.43000082287480823,-0.5920057321275031,-0.15821681322678147,-0.5824012005779061,1.3605546846771566,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,1.3021834724178083,0.0,-0.0614997471682258,-0.0614997471682258,-0.18503059594428084
0.2718007893202834,-0.5206022751833351,-0.9476115189942343,-0.7835017733773683,-1.1302449034337685,-0.43000082287480823,-0.5920057321275031,-0.15821681322678147,-0.5824012005779061,-0.6927238570509844,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,1.4586251648170616
-0.6519311264607119,-0.9674316911324025,-1.0219244144909345,0.20085567389091297,1.2382425922608307,-0.43000082287480823,1.3262201951469188,-0.15821681322678147,-0.5824012005779061,0.9498989763315283,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,1.742981358026266,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,-0.5562752486481166
0.7939101330225853,0.14964184874026587,-0.7494437976697,1.1294947750874047,-0.3310620061135049,-0.43000082287480823,-0.5920057321275031,-0.15821681322678147,-0.5824012005779061,-0.6927238570509844,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,0.8778069178449298
-0.6519311264607119,-0.9674316911324025,1.207462450410075,1.1294947750874047,0.5407738818722371,-0.43000082287480823,-0.5920057321275031,-0.15821681322678147,2.826327155032301,0.6761285041011097,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,-0.22993922328748867
10.59350089174271,-0.38655345039861494,0.4593793024099586,-1.0992390677841755,-0.9849389221028115,-0.43000082287480823,-0.5920057321275031,-0.15821681322678147,0.951526559446687,-0.6927238570509844,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,-1.355648815357186
-0.009335011134802063,-0.18548021322153468,-0.972382484159801,-0.7277834273055788,-0.6580004641081582,-0.43000082287480823,-0.5920057321275031,-0.15821681322678147,-0.5824012005779061,-0.6927238570509844,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,1.4017409035156678
-0.5073470005123822,-0.5206022751833351,1.0092947290855407,0.7580391346088081,0.5117126856060457,-0.43000082287480823,-0.5813882454451723,-0.15821681322678147,0.26978088832464564,-0.6927238570509844,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,-0.062280347872851805
0.6332611041911078,0.14964184874026587,-0.6008180066762994,0.7580391346088081,-0.18575602478254793,-0.43000082287480823,-0.5920057321275031,-0.15821681322678147,-0.5824012005779061,-0.6927238570509844,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,0.8179287480539875
0.15131401769667535,2.1603742205110685,0.9597527987544073,1.5009504155660014,-0.621673968775419,0.8345590908824766,-0.5035266764414135,-0.15821681322678147,1.5480540216784733,1.018341594389133,-0.270551892477227,-0.13874586973334857,-0.10421231050437331,-0.22095316550689464,-0.22137707278417484,0.0,-0.0614997471682258,-0.0614997471682258,-0.31975647797390006
