Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Al
8.37723568961839,-0.3513510268835615,0.42942114321349095,-1.051310695224144,-0.9419318956459434,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,0.37341115848369655,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-1.344147434019154
0.10214171286498407,1.272974899998811,1.0937655991671893,1.1468366850002454,0.5322635196910462,0.7611231644003414,-0.5040020143213184,-0.16719160183554477,0.8141226314912559,0.02233285874089746,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.5455483147918692
-0.4070948395506101,0.3071594840146977,1.8509228835261846,0.12103457422886375,-1.250810935049884,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,0.0796035098119904,1.8242081954773854,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.26333659596718995
-0.27978570144671155,0.3949608854677988,2.0463183117478603,0.047762994888050705,-1.5456500181172819,-0.423301547945158,-0.5572281697665561,5.945846856502474,0.29995924631577003,1.7549052979105975,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.41795259085517966
-0.5344039776545086,-0.9220601363287194,0.9814132279397259,-1.051310695224144,-1.0542515463382853,-0.423301547945158,-0.44722744851306495,-0.16719160183554477,-0.28765605102764236,0.8539676295423536,1.5206798689801353,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,0.03688863682502271
0.6113782652805783,1.272974899998811,-0.8601886830495713,-0.31859490181601413,-0.696232659756445,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,1.0831735731058838
-0.5344039776545086,-0.9220601363287194,1.460132027082832,0.9270219469778067,-0.6611327689150881,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.056181185340563905
-0.025167425238914444,-0.1537978736140838,-0.9823108256881188,-0.6849527985200791,-0.6260328780737312,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,1.420926959997123
-0.30524752906749125,-0.43915242833666274,-0.8699584544606551,0.12103457422886375,1.2061814238450985,-0.423301547945158,1.4298816335223168,-0.16719160183554477,-0.28765605102764236,0.7153618344087777,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,4.209224884802064,-0.2151238046223822,-0.8367667906003152
1.1842693867481218,0.1754573818350458,-0.5670955407170571,2.0627314267604078,-0.02933473377066393,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,0.5052399999808752
0.10214171286498407,1.272974899998811,1.0937655991671893,1.1468366850002454,0.5322635196910462,0.7611231644003414,-0.5040020143213184,-0.16719160183554477,0.8141226314912559,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.5305370531522594
-0.5344039776545086,-0.3513510268835615,0.8690608567122621,0.5240282606033351,0.4901436506814179,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,0.08192242174385632
-0.27978570144671155,0.3949608854677988,2.0463183117478603,0.047762994888050705,-1.5456500181172819,-0.423301547945158,-0.5572281697665561,5.945846856502474,0.15305542197991692,1.7549052979105975,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.4119480861993324
-0.025167425238914444,1.272974899998811,-0.2495779698568335,0.047762994888050705,1.936259153345322,2.3008752904494907,1.394397529892158,-0.16719160183554477,1.181382192330889,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-1.545298339989937
0.4840691271766797,-0.1537978736140838,-0.9823108256881188,-0.5017738501680467,-0.696232659756445,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,1.3008368668802406
-0.47074940860255937,-0.21964892470390968,2.0805125116866536,0.047762994888050705,-1.5737299307903674,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,0.0061515976440638335,0.9925734246759295,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.25733209131134693
0.7386874033844768,0.1754573818350458,-0.9823108256881188,1.1468366850002454,-0.731332550597802,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,1.0906792039256907
-0.15247656334281304,0.3949608854677988,0.6297014571407088,1.3300156333522781,1.6554600266144666,-0.423301547945158,-0.5572281697665561,-0.16719160183554477,1.181382192330889,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.32338164252563334
-0.3816330119298304,-0.26354962543046034,0.09236402953109953,-0.6849527985200791,1.585260244931753,0.050468336993041735,1.607302151673109,-0.16719160183554477,0.15305542197991692,0.9232705271091417,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-1.5467994661539008
-0.4070948395506101,-0.044046121797707206,1.0204923135840611,2.282546164782847,0.39186395632561855,-0.423301547945158,-0.582067042307667,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.1972870447529035
-0.27978570144671155,0.3949608854677988,2.0463183117478603,0.047762994888050705,-1.5456500181172819,-0.423301547945158,-0.5572281697665561,5.945846856502474,0.29995924631577003,1.7549052979105975,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.41795259085517966
-0.5344039776545086,-0.9220601363287194,-1.0311596827435379,-1.051310695224144,-1.5737299307903674,-0.423301547945158,-0.5927122733967145,-0.16719160183554477,-0.28765605102764236,-0.6706961169269827,1.264212609763787,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,1.586050838032839
-0.33070935668827095,0.13155668110849514,1.0498016278173123,0.8537503676369936,0.5041836070179607,-0.423301547945158,-0.5785186319446511,-0.16719160183554477,0.0061515976440638335,-0.6706961169269827,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-0.1672645214736797
-0.5344039776545086,-0.9220601363287194,0.09236402953109953,-1.051310695224144,1.5150604632490394,-0.423301547945158,1.607302151673109,-0.16719160183554477,-0.28765605102764236,0.9925734246759295,-0.27459094553430374,-0.14966870046010705,-0.10194414990458774,-0.20805382734198474,-0.2151238046223822,-1.392183471265907
