,degree,cv_r2_mean,cv_r2_std,train_r2,train_mape,test_r2,test_mape,test_mae,test_rmse
POLY_deg2,2.0,-4.6284387223250985,6.548180902502683,0.4396942687615961,31.70175134033919,-0.5086658899507956,45.88769401339895,4.06436677363448,6.831059730322868
POLY_deg3,3.0,-97348752.11462885,194697114.59014416,0.6894841004527095,20.514063174175682,-9.477329124576652,56.17109958206653,5.070862853441509,18.00183764024519
POLY_deg4,4.0,-5172762317423.768,10345524634720.957,0.7425946720026542,18.344395043678762,-752.8723099818128,179.76361823265995,12.742879867222108,152.7004943513031
