,degree,cv_r2_mean,cv_r2_std,train_r2,train_mape,test_r2,test_mape,test_mae,test_rmse
POLY_deg2,2.0,-1690.9267591677878,3380.351907696787,0.9359387551737035,6.790142840262934,0.6916524475126615,12.959266988316065,46.981414936170275,71.42096165911893
POLY_deg4,4.0,-3988617051.198474,7977233661.394175,0.9790984323512032,2.840857968362893,-0.9368098128276321,21.75654631146846,77.07843277958865,178.998309382274
POLY_deg3,3.0,-23800035.209416706,47600055.470519535,0.9746746964418893,3.550400035977994,-1.0748024912439975,22.456994933092496,77.475013399432,185.26518785488187
