,degree,cv_r2_mean,cv_r2_std,train_r2,train_mape,test_r2,test_mape,test_mae,test_rmse
POLY_deg2,2.0,0.36244797718131444,0.42280203085512424,0.7887391018081903,13.753261903976902,0.7066429579008715,15.959886911199458,50.17767557646726,70.80499675171927
POLY_deg3,3.0,-8.784720119239344,8.858699176883354,0.8396706941693425,11.398285912832065,0.5818334090614129,18.004118685936668,57.66166503677082,84.53573136559214
POLY_deg4,4.0,-84.7757690699148,164.34138885175003,0.8534808805594903,10.609466592879663,-2.854547456518618,22.64565665836816,78.65152658221204,256.656546777149
