feature,importance
Li,0.12823834
Ageing Temp,0.08118145
Pb,0.08076382
Si,0.07621137
SS Temp,0.064499974
Ageing Time,0.0626365
Fe,0.052716173
Al,0.049190402
Ni,0.048747297
Cr,0.043789618
Bi,0.04300521
Zn,0.038664736
Mn,0.03708132
Ti,0.032231864
Zr,0.031454835
Mg,0.030587185
V,0.028080186
UTS,0.027237955
Cu,0.026004944
Be,0.014703881
Sc,0.0029728431
Ag,0.0
