feature,importance
Al,0.21770877756032628
Si,0.16437090381208386
Zn,0.12381978170777011
Cu,0.12285788076926757
Mg,0.09225265251024171
Li,0.08081385331687138
Cr,0.05096678791918239
Fe,0.04445094721916082
Mn,0.042742279175032205
Zr,0.027330889859157492
Ni,0.019741247853660028
Ti,0.0070293983498258454
V,0.0059145999474204064
Sc,0.0
Be,0.0
Ag,0.0
B,0.0
Bi,0.0
Pb,0.0
