feature,importance
Li,0.14712904
Zn,0.10470414
Cr,0.088418595
Mn,0.08403342
Mg,0.07293571
Fe,0.07049667
Si,0.06905298
Ni,0.0679431
Al,0.06121643
Cu,0.060848184
Zr,0.056902323
Ti,0.03887833
Sc,0.02391684
V,0.021851381
Ag,0.01766387
Be,0.014008997
B,0.0
Bi,0.0
Pb,0.0
