EL
6.0
10.0
11.0
15.4
11.0
12.2
3.9
10.0
20.8
13.0
9.0
8.7
19.5
11.5
12.3
11.0
7.9
4.2
20.0
12.0
10.0
6.1
11.8
15.0
5.0
12.9
13.4
11.3
11.0
20.0
12.0
12.0
12.5
10.0
3.0
12.0
8.2
5.8
19.1
12.0
10.1
21.3
14.0
9.0
7.0
14.1
8.2
12.6
18.8
11.0
17.6
8.4
10.0
9.1
11.5
11.3
11.0
22.3
22.0
13.0
7.2
2.8
20.0
12.0
20.6
16.9
20.0
11.0
7.0
9.0
6.0
11.0
17.8
13.2
7.0
13.0
9.8
5.6
14.0
15.0
13.0
16.3
5.7
8.4
10.0
5.4
7.0
16.0
12.5
9.5
10.5
15.0
10.0
15.8
14.0
10.9
9.4
11.0
5.0
7.9
11.2
6.3
17.5
12.3
8.0
25.6
16.3
15.0
14.0
11.0
10.0
21.8
20.0
10.0
24.1
8.9
8.0
13.6
22.0
7.6
15.0
14.3
15.4
8.4
12.8
12.0
10.7
19.0
12.3
22.0
11.5
15.0
9.0
13.0
12.7
13.0
9.5
14.1
8.0
15.3
24.5
14.0
9.0
9.8
16.5
17.7
20.0
15.0
7.0
11.0
10.0
11.1
9.4
10.0
19.5
9.0
4.55
12.0
4.6
12.0
10.0
11.0
24.1
12.0
15.5
2.4
11.2
13.4
11.1
4.0
21.0
7.0
10.1
16.3
8.5
18.0
8.9
16.0
20.0
7.6
14.9
7.0
8.4
15.5
12.0
10.3
12.5
11.0
12.5
13.0
8.2
13.0
5.3
24.9
10.9
9.0
8.0
21.9
4.54
7.0
9.1
15.1
6.5
17.7
9.1
9.3
12.3
17.5
8.7
11.5
4.7
11.5
11.0
9.0
15.0
7.0
7.6
11.0
7.0
28.0
9.8
10.0
9.1
11.0
12.0
11.2
8.2
4.0
8.7
13.2
17.0
3.0
1.0
16.9
10.5
25.2
23.9
22.0
6.0
11.0
12.4
9.0
4.0
10.0
8.9
16.0
18.8
8.1
13.0
10.8
12.0
7.0
13.0
9.0
15.0
10.0
3.6
1.0
25.0
13.1
6.0
9.0
10.0
18.0
13.2
20.0
19.0
20.9
6.0
10.0
14.8
16.0
28.0
12.0
11.8
8.0
8.6
10.3
9.0
1.8
11.2
9.1
12.0
10.6
8.0
15.0
34.0
10.8
11.0
14.0
15.6
14.0
10.3
3.0
8.8
15.0
9.0
14.0
19.0
13.0
9.6
21.1
6.0
7.0
12.0
12.4
6.0
6.7
12.0
10.9
16.2
4.3
11.3
12.5
11.0
9.0
17.0
11.6
6.5
7.0
10.0
12.0
2.0
12.7
24.6
11.4
12.5
8.0
11.0
16.0
8.0
11.1
19.5
11.0
31.1
4.0
8.0
5.0
10.7
12.0
13.5
20.4
19.8
3.7
10.0
10.0
9.9
23.1
19.7
11.7
6.4
22.7
10.0
15.0
18.5
12.2
13.6
2.0
20.0
9.6
5.0
17.4
24.0
21.6
10.5
5.5
26.0
26.0
22.5
11.0
10.0
13.0
16.5
11.0
14.8
8.0
11.0
14.4
12.8
14.0
8.2
14.3
22.3
20.4
29.1
15.5
16.6
7.8
1.83
18.1
6.0
11.0
11.0
15.6
14.2
11.0
18.0
12.5
10.0
8.3
10.2
10.0
13.0
15.0
21.5
25.0
11.0
19.3
17.2
9.5
18.0
10.0
10.0
10.0
11.8
15.0
9.0
14.7
15.0
10.4
11.4
12.0
17.0
22.5
12.0
12.4
18.8
16.1
10.6
3.0
13.3
16.5
9.0
17.0
9.2
10.0
14.0
15.5
9.5
8.7
13.6
7.9
7.2
5.0
10.1
6.3
14.8
12.0
12.1
11.2
9.1
16.1
13.0
10.0
18.0
8.6
15.5
22.0
15.0
23.3
10.6
9.7
17.0
9.9
7.6
10.0
24.0
15.81
9.0
6.0
9.6
16.7
3.0
1.0
13.0
12.5
16.1
7.5
15.0
8.0
12.0
15.9
9.3
8.5
11.7
11.0
13.0
18.0
8.0
15.0
13.3
19.0
10.6
9.0
3.0
17.0
13.8
10.0
13.0
10.3
4.0
15.8
13.5
12.4
20.0
17.3
4.2
7.0
10.3
1.7
11.0
6.5
13.0
19.0
8.7
7.0
19.7
12.7
7.6
3.8
19.0
16.0
6.0
9.0
15.3
14.2
6.0
19.2
12.4
8.0
15.2
13.0
11.0
13.0
16.6
43.0
11.4
18.68
9.5
10.0
30.0
12.5
17.5
8.0
10.0
9.0
8.8
21.0
13.0
21.3
25.0
7.2
16.0
17.1
23.8
23.8
6.4
16.2
20.0
12.0
11.5
10.0
8.8
9.5
4.0
19.6
28.0
7.0
5.0
1.0
3.6
28.4
6.0
14.4
7.0
23.0
7.0
21.5
12.0
6.0
13.0
9.8
9.7
9.0
11.3
10.0
10.2
15.0
13.0
14.0
9.0
8.0
8.0
4.1
7.0
16.0
10.0
10.8
13.2
17.7
2.0
9.0
9.5
10.1
13.0
23.0
6.4
12.0
30.0
13.0
14.0
7.2
18.8
16.0
11.0
6.3
8.0
7.0
10.8
6.0
19.4
28.3
9.0
13.1
12.0
14.0
6.6
10.0
6.0
7.0
8.0
22.8
17.5
24.0
14.5
24.1
15.0
8.2
10.2
4.0
11.0
12.4
28.76
6.0
11.3
11.0
8.9
17.5
19.0
7.7
11.3
8.3
12.0
18.0
4.4
10.0
17.2
9.0
7.0
8.0
13.0
9.0
8.5
21.0
14.8
3.5
6.0
12.0
7.6
10.0
14.0
12.3
10.0
18.3
20.0
3.8
11.2
12.0
9.3
22.3
10.4
15.5
11.1
17.0
13.0
11.3
20.0
7.7
19.0
11.0
7.4
6.0
12.2
6.2
20.2
18.2
2.0
9.9
8.9
7.0
14.0
9.1
6.0
20.0
20.8
9.0
20.0
13.0
11.0
12.5
14.0
41.6
10.5
6.0
14.2
13.0
9.5
15.3
19.0
7.0
10.0
12.3
8.8
8.0
10.0
12.5
18.9
11.0
16.1
1.0
9.1
12.0
17.0
26.3
12.0
15.9
12.0
20.5
10.0
9.6
12.0
3.7
4.0
11.0
15.3
7.0
7.4
8.0
11.0
11.2
12.0
20.0
47.9
17.5
8.1
14.8
7.6
8.5
12.0
10.9
9.6
10.58
4.7
42.0
7.5
15.0
9.5
3.0
19.8
4.3
10.0
10.0
39.0
20.0
7.8
