Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,B,Bi,Pb,Al
0.44516827316662555,0.6585320669406158,-0.8600402930345754,0.10141828296932677,-0.8046204410377447,3.6468485331408247,-0.5156294158483643,6.948964328546355,0.3663562563078981,-0.7055977855202747,-0.28552173541531817,-0.1471628736394803,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,0.96633734156153
-0.5933656246195662,-0.9144964225944334,2.0460121824884214,0.10141828296932677,-1.583441575520881,-0.4509539052417188,-0.5867294557532261,5.525688673491325,0.12048489726512261,1.7492215545819354,-0.28552173541531817,-0.1471628736394803,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,-0.2552775324768345
0.7418922439626805,3.5798706903628505,0.932025400204606,-0.276182768661813,0.5406160639785816,0.9149802408857961,-0.49785440587214885,-0.16741394672879553,-0.2483221412990405,-0.7055977855202747,-0.28552173541531817,9.766025050793136,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,-1.1711083595890344
-0.5785294260797634,-0.8246090803352878,-0.33210742664789766,-1.0313848719240928,0.6538991380852197,-0.4509539052417188,2.097297050655307,-0.16741394672879553,-0.2483221412990405,0.9309484412145321,-0.28552173541531817,-0.1471628736394803,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,-1.390177527536138
-0.5933656246195662,-0.9144964225944334,-0.2303955900045927,-1.0313848719240928,1.9566544903115568,2.6906946308515653,1.4040716615829043,-0.16741394672879553,-0.2483221412990405,-0.7055977855202747,-0.28552173541531817,-0.1471628736394803,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,-1.1650231049238384
-0.3263140509031169,-0.42011604016913223,-0.8455100306569604,0.1769384932955548,1.2203145086184097,-0.4509539052417188,1.4396216815353355,-0.16741394672879553,-0.2483221412990405,0.658190736758731,-0.28552173541531817,-0.1471628736394803,-0.08653365443519939,4.276016909930757,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,-0.872930880994364
-0.5933656246195662,-0.9144964225944334,-0.6420863573703506,-1.0313848719240928,0.9087860548251552,-0.4509539052417188,0.20248098719073998,-0.16741394672879553,-0.2483221412990405,0.9309484412145321,4.079062099878242,-0.1471628736394803,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,-0.4074088991067678
0.8160732366616941,2.0068422008278013,0.060209657547707025,1.2342214378627463,-0.733818519721096,-0.4509539052417188,-0.4800793958959334,-0.16741394672879553,0.6736954551113673,-0.7055977855202747,-0.28552173541531817,0.34849652258215047,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,0.1676476667543802
-0.5117665326506511,-0.6403400287040392,0.1328609694357819,-1.0026871920001261,1.1636729715650906,-0.3812912637892155,2.171952092555412,-0.16741394672879553,-0.2483221412990405,0.9309484412145321,-0.28552173541531817,-0.1471628736394803,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,-1.8857302411964811
0.07426330967155714,-0.12798217782690882,-0.884257396997267,-0.559383557385168,-0.733818519721096,-0.4509539052417188,-0.5867294557532261,-0.16741394672879553,-0.2483221412990405,-0.7055977855202747,-0.28552173541531817,-0.1471628736394803,-0.08653365443519939,-0.21146156639404076,-0.2405245872917468,-0.03594425773447947,-0.06157935107555474,-0.06157935107555474,1.369485463130854
