UTS
541.6
472.0
220.0
330.0
457.0
601.8
355.0
375.0
605.0
503.0
419.0
626.0
468.0
432.0
550.8
522.4
379.0
559.4
425.0
588.0
583.3
287.7
250.0
440.0
425.0
514.0
632.0
410.0
480.0
415.0
485.0
660.0
532.0
386.0
488.0
566.5
607.4
427.0
526.7
255.0
501.2
82.0
530.0
423.6
450.0
578.0
679.0
380.0
530.0
75.0
145.0
560.0
545.7
508.2
292.0
509.0
472.5
425.7
621.3
235.0
510.0
389.0
566.0
428.2
440.0
440.0
619.2
526.0
360.0
315.0
484.0
505.0
503.0
489.0
260.0
480.4
278.0
257.0
570.0
475.0
568.1
580.5
572.4
542.0
425.0
193.4
328.0
582.8
408.8
493.0
241.0
544.0
559.1
315.0
601.7
455.0
360.0
667.0
514.8
654.0
290.0
584.2
495.0
475.0
330.0
584.0
525.0
526.0
475.0
571.0
543.2
435.0
575.0
380.0
588.8
400.0
310.0
349.3
278.0
628.0
527.8
675.0
432.2
572.0
340.0
604.8
390.0
96.0
506.0
563.0
380.0
463.0
379.0
392.0
400.0
574.0
542.8
380.0
485.0
506.0
441.0
525.0
186.0
345.0
305.0
249.6
419.0
554.0
589.4
370.0
589.0
584.0
588.9
530.8
581.2
304.0
425.0
460.0
554.0
382.0
565.1
310.0
542.0
500.0
205.0
220.0
323.0
185.0
281.0
526.8
370.0
295.0
555.0
486.0
380.0
543.0
581.5
229.0
145.0
527.0
571.5
340.0
215.0
285.6
642.6
410.7
644.0
364.0
321.0
528.0
485.0
220.5
264.0
360.0
285.0
202.6
360.0
220.0
650.0
579.0
290.0
393.0
220.0
408.0
585.0
569.8
241.0
315.0
235.0
586.8
420.0
505.0
469.0
360.0
354.0
598.3
215.0
255.0
551.9
448.5
524.0
495.0
478.0
449.0
485.0
567.4
542.0
395.0
606.2
482.2
310.0
380.0
547.0
170.0
450.0
315.0
576.0
545.0
317.0
504.5
345.0
581.3
230.0
554.7
451.0
605.0
475.0
375.7
476.0
238.4
667.0
572.0
226.0
565.0
458.0
571.5
578.1
296.0
587.9
400.0
186.0
628.8
269.8
186.0
405.0
614.6
605.0
489.6
547.7
473.0
498.0
360.0
388.0
561.9
451.6
542.0
310.0
551.6
400.0
425.0
457.8
641.9
205.2
389.8
305.0
567.4
464.0
535.9
577.0
454.8
390.0
574.7
625.4
475.0
380.0
458.0
440.0
540.0
515.8
248.9
563.5
390.0
563.8
627.0
395.0
425.0
439.0
240.0
234.2
487.0
591.0
542.1
431.0
441.0
415.0
427.0
220.0
498.0
532.0
290.0
231.4
610.0
500.0
402.0
529.0
475.0
470.0
462.0
395.0
405.0
602.0
442.3
305.0
440.0
332.3
220.0
281.2
584.0
648.0
310.0
240.0
604.7
300.0
405.0
588.0
290.0
474.0
473.0
543.6
515.0
310.0
514.0
325.0
641.0
220.0
459.0
589.5
643.0
345.0
285.0
568.0
543.3
593.5
604.4
480.0
555.0
226.9
450.0
593.5
500.0
185.0
467.0
457.0
420.0
425.0
380.0
141.6
368.0
450.0
485.0
460.0
653.8
450.0
515.0
