feature,coefficient
Si,-6.19300086820717
Cu,97.36131161704117
Mn,56.91410385481335
Mg,-3.6714088713849975
Cr,32.44620873061775
Zn,95.51410258318482
Ti,-93.04540532419922
Ni,15.203418621852325
Ag,138.70337054057916
Al,72.64820782331624
<intercept>,258.69565217391334
