feature,coefficient
Si,-32.039725126079155
Cu,12.320556204133972
Mn,33.30294385124506
Mg,-21.709341849440147
Cr,11.034905587823182
Zn,-2.8904608761803208
Ti,12.286511199376521
Ni,-17.038667558463736
Ag,14.385346917054457
Al,11.452626999720211
<intercept>,258.6956521739131
