,degree,cv_r2_mean,cv_r2_std,train_r2,train_mape,test_r2,test_mape,test_mae,test_rmse
POLY_deg2,2.0,-3.4834962662724216,7.923584621273286,0.9149910455839565,6.902899962968856,0.6982330938919539,13.735630200903179,31.773680863516827,41.92380209948055
POLY_deg4,4.0,-5.012109848572996,10.155913453558176,0.9170875326157271,6.346756531853659,0.6960688229811061,13.424068149117721,30.78970535975021,42.073872166011334
POLY_deg3,3.0,-0.6029600181978282,2.058206972719851,0.9169902172540496,6.428056570173384,0.6891505802029361,13.62494187004164,31.43313423829642,42.5500316692913
