,degree,cv_r2_mean,cv_r2_std,train_r2,train_mape,test_r2,test_mape,test_mae,test_rmse
POLY_deg2,2.0,-3854.467847982092,7688.263699690211,0.7654819827399262,23.668866346551145,-0.4176665220108282,47.56458655234474,4.447528781126314,7.842517610853136
POLY_deg4,4.0,-1928332771237.9792,3855210637348.11,0.928625784730661,8.531480902188505,-0.5933653511273871,73.64859728992282,4.806959201709127,8.314308698521895
POLY_deg3,3.0,-70967002.0623886,141542794.04041612,0.9141138036996445,10.75382304172165,-1.3902381531720907,70.32297831668083,5.045434911750449,10.18331195083149
POLY_deg5,5.0,-7.332590522044238e+16,1.4655870322228048e+17,0.935246636592348,7.636024456414797,-2.15131157641343,77.7644552619685,5.6700150999995556,11.692681855652069
POLY_deg6,6.0,-2.1217305469252613e+21,4.242542822825451e+21,0.9408014478477632,6.927603496796218,-8.454711152421694,141.47867666940726,8.031449662540524,20.25315066463297
POLY_deg7,7.0,-5.375661160092547e+25,1.0750544114521595e+26,0.9447322966295827,6.516473067077895,-43.91624881023047,202.30867346767104,11.912816700624191,44.143849269003105
