feature,importance
Ti,0.2812967782500144
Mn,0.27046182413753467
Cu,0.13030695327703176
Ag,0.129853931954712
Si,0.05593520409467171
Al,0.04960544588517931
Mg,0.03865409308394078
Ni,0.019479413994861243
Zn,0.012751802167213496
Cr,0.011654553154840513
