feature,importance
Al,0.6818775315054313
Zn,0.16160105798049654
Mg,0.08468888828053431
Si,0.02724066225728614
Cu,0.019028492045985772
Cr,0.01647211412933058
Ti,0.004858888654275172
Zr,0.0038401644275201465
Fe,0.0003922007191400989
Mn,0.0
V,0.0
Li,0.0
Ni,0.0
Be,0.0
Sc,0.0
Ag,0.0
