feature,importance
Ageing Time,0.42435066132535676
Al,0.1250424433966647
Zn,0.10300106280952027
Zr,0.10039976564184756
Ageing Temp,0.0893363747780729
Si,0.06923845094013775
Ni,0.021617330268986983
Cr,0.021293941799980277
Mn,0.01733749273510143
Ti,0.011447415347667309
Cu,0.010327006049065461
UTS,0.006608054907598628
Mg,0.0
Fe,0.0
Sc,0.0
Be,0.0
Li,0.0
V,0.0
Pb,0.0
Bi,0.0
Ag,0.0
SS Temp,0.0
