feature,importance
Al,0.2272075648384989
Mg,0.15345971573096834
Cu,0.1489260007121317
Si,0.1216470460020208
Zn,0.11136643716577745
Zr,0.06489959241071251
Mn,0.04567945564425872
Fe,0.040654526651187364
Cr,0.016575817714232274
Ti,0.015662270472912958
Sc,0.015355053731794794
Li,0.012717576935398158
Ag,0.00785131812839915
Ni,0.007470043162471799
Be,0.006142039582180642
V,0.0034328736107610727
B,0.0005599258956701446
Bi,0.00023634550671977993
Pb,0.00015639610390336838
