Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time,UTS_pred
0.051480,0.050893,2.515406,0.014096,2.590907,0.191967,7.336841,0.115259,0.016327,0.164468,1.213348,0.834909,0.000802,0.214388,0.684726,0.000000,0.104774,83.899407,461.936639,121.962226,24.000000,717.419678
0.051480,0.050893,2.515406,0.014096,2.590907,0.191967,7.336841,0.115259,0.016327,0.164468,1.213348,0.834909,0.000802,0.214388,0.684726,0.000000,0.104774,83.899407,461.936639,121.962226,24.000000,717.419678
0.051380,0.050743,2.464804,0.014666,2.599404,0.190565,7.362809,0.115993,0.016186,0.163911,1.209418,0.966255,0.000755,0.213552,0.677554,0.000000,0.105782,83.796224,461.889662,121.962507,24.000000,717.419678
0.051307,0.051085,2.515601,0.014074,2.590905,0.191966,7.323845,0.118310,0.016222,0.164545,1.213487,0.842512,0.000978,0.214539,0.678755,0.002910,0.109848,83.899111,461.701453,121.955931,24.000000,717.419678
0.051500,0.050973,2.518350,0.014013,2.590949,0.191960,7.245455,0.132348,0.015724,0.164626,1.212724,0.919874,0.001959,0.214177,0.664293,0.034254,0.142360,83.834458,460.323946,121.991964,24.000000,717.171875
0.051481,0.050877,2.515145,0.013904,2.590933,0.191968,7.264265,0.109268,0.015701,0.164454,1.213420,0.821946,0.001968,0.216347,0.700000,0.017249,0.142216,83.918859,460.347765,121.949872,24.000000,717.171875
0.051493,0.050938,2.517185,0.013973,2.590943,0.191963,7.252294,0.135197,0.015716,0.164564,1.212977,0.884269,0.001962,0.214966,0.645568,0.019177,0.067336,83.969479,460.332606,121.976660,24.000000,717.171875
0.051500,0.050973,2.518350,0.014013,2.590949,0.191960,7.245455,0.139974,0.015724,0.164626,1.212724,0.893092,0.001959,0.214177,0.618955,0.014097,0.142360,83.919109,460.323946,121.991964,24.000000,717.171875
0.051464,0.050958,2.514846,0.013856,2.590816,0.191979,7.232445,0.140706,0.015651,0.164458,1.210420,0.892006,0.001860,0.198895,0.623058,0.098649,0.156247,83.851685,460.327802,121.957159,24.000000,717.171875
0.051498,0.050961,2.517947,0.013999,2.590947,0.191961,7.247824,0.136107,0.015721,0.164605,1.212812,0.884132,0.001960,0.214450,0.629162,0.014494,0.142342,83.919078,460.326946,121.986663,24.000000,717.171875
0.051490,0.050923,2.516664,0.013956,2.590940,0.191964,7.255353,0.136471,0.015712,0.164536,1.213090,0.868341,0.001964,0.215319,0.637191,0.018684,0.077159,83.980243,460.336480,121.969814,24.000000,717.171875
0.051466,0.050959,2.515015,0.013864,2.590823,0.191978,7.233282,0.140456,0.015655,0.164466,1.210550,0.891578,0.001866,0.199741,0.623390,0.094072,0.155491,83.855350,460.327755,121.958763,24.000000,717.171875
