Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time,UTS_pred
0.01,0.04,2.91,0.03,2.61,0.19,7.15,0.13,0.01,0.17,0.00,0.80,0.00,0.23,0.52,0.23,0.26,84.71,466,112,29.9,685.98
0.00,0.05,2.55,0.00,3.03,0.23,7.56,0.12,0.00,0.17,0.00,0.70,0.00,0.22,0.59,0.21,0.26,84.31,432,107,27.0,685.53
0.01,0.07,2.56,0.02,2.59,0.19,7.20,0.11,0.01,0.17,0.00,0.66,0.00,0.22,0.54,0.21,0.27,85.15,461,100,26.3,685.00
0.01,0.04,2.53,0.02,2.59,0.19,7.27,0.12,0.01,0.17,0.00,0.62,0.00,0.23,0.52,0.19,0.29,85.21,468,140,28.7,684.53
0.01,0.04,0.90,0.00,2.60,0.19,7.38,0.14,0.00,0.17,0.00,0.47,0.00,0.23,0.55,0.22,0.25,86.86,466,125,28.1,684.30
0.00,0.04,2.56,0.01,2.62,0.19,7.71,0.12,0.10,0.09,0.00,0.48,0.00,0.19,0.53,0.20,0.30,84.85,461,109,27.5,684.23
0.00,0.11,2.49,0.02,2.64,0.19,7.46,0.15,0.12,0.17,0.00,0.68,0.00,0.17,0.56,0.19,0.27,84.77,454,107,29.4,683.24
0.01,0.17,2.66,0.05,2.60,0.19,7.29,0.13,0.01,0.17,0.00,0.55,0.00,0.23,0.54,0.21,0.25,84.94,449,122,28.3,683.11
0.01,0.08,2.54,0.22,2.84,0.12,7.41,0.12,0.05,0.16,0.00,0.43,0.00,0.21,0.53,0.24,0.24,84.82,462,112,29.9,683.04
0.01,0.05,2.36,0.02,2.80,0.22,8.07,0.12,0.24,0.17,0.00,0.64,0.00,0.29,0.59,0.21,0.14,84.09,461,107,26.4,682.68
0.01,0.05,2.55,0.02,2.59,0.10,8.22,0.13,0.01,0.17,0.00,0.47,0.00,0.31,0.57,0.19,0.28,84.34,483,107,27.9,682.48
0.01,0.04,1.03,0.21,2.18,0.19,8.20,0.12,0.01,0.17,0.00,0.67,0.00,0.22,0.56,0.21,0.34,85.83,461,101,25.0,681.59
0.01,0.05,2.64,0.17,3.28,0.16,7.42,0.12,0.00,0.14,0.00,0.55,0.00,0.17,0.53,0.21,0.25,84.29,453,107,27.1,681.51
0.00,0.09,3.43,0.02,2.59,0.19,7.43,0.14,0.37,0.17,0.00,0.47,0.00,0.29,0.54,0.20,0.25,83.82,465,107,28.1,680.59
0.01,0.04,2.46,0.01,2.64,0.21,7.52,0.09,0.08,0.17,0.00,0.87,0.00,0.20,0.55,0.28,0.28,84.59,447,107,27.1,680.26
,,,,,,,,,,,,,,,,,,,,,
