Aging_time_h,Predicted_UTS_MPa
0.0,545.73627
0.1,561.1527
0.2,560.70105
0.30000000000000004,563.96326
0.4,563.96326
0.5,566.5983
0.6000000000000001,566.5983
0.7000000000000001,566.5983
0.8,566.5983
0.9,566.5983
1.0,575.8601
1.1,575.8601
1.2000000000000002,575.8601
1.3,575.8601
1.4000000000000001,575.8601
1.5,587.0344
1.6,587.0344
1.7000000000000002,587.0344
1.8,587.0344
1.9000000000000001,587.0344
2.0,586.356
2.1,586.356
2.2,586.356
2.3000000000000003,586.356
2.4000000000000004,586.356
2.5,596.5077
2.6,596.5077
2.7,596.5077
2.8000000000000003,596.5077
2.9000000000000004,596.5077
3.0,596.5529
3.1,596.5529
3.2,596.5529
3.3000000000000003,596.5529
3.4000000000000004,596.5529
3.5,596.5529
3.6,596.5529
3.7,596.5529
3.8000000000000003,596.5529
3.9000000000000004,596.5529
4.0,601.1988
4.1000000000000005,601.1988
4.2,601.1988
4.3,601.1988
4.4,601.1988
4.5,601.1988
4.6000000000000005,601.1988
4.7,601.1988
4.800000000000001,601.1988
4.9,601.1988
5.0,605.94476
5.1000000000000005,605.94476
5.2,605.94476
5.300000000000001,605.94476
5.4,605.94476
5.5,605.94476
5.6000000000000005,605.94476
5.7,605.94476
5.800000000000001,605.94476
5.9,605.94476
6.0,603.6865
6.1000000000000005,603.6865
6.2,603.6865
6.300000000000001,603.6865
6.4,603.6865
6.5,603.6865
6.6000000000000005,603.6865
6.7,603.6865
6.800000000000001,603.6865
6.9,603.6865
7.0,602.6167
7.1000000000000005,602.6167
7.2,602.6167
7.300000000000001,602.6167
7.4,602.6167
7.5,602.6167
7.6000000000000005,602.6167
7.7,602.6167
7.800000000000001,602.6167
7.9,602.6167
8.0,603.6281
8.1,603.6281
8.200000000000001,603.6281
8.3,603.6281
8.4,603.6281
8.5,602.7408
8.6,602.7408
8.700000000000001,602.7408
8.8,602.7408
8.9,602.7408
9.0,602.59906
9.1,602.59906
9.200000000000001,602.59906
9.3,602.59906
9.4,602.59906
9.5,602.59906
9.600000000000001,602.59906
9.700000000000001,602.59906
9.8,602.59906
9.9,602.59906
10.0,601.12756
10.100000000000001,601.12756
10.200000000000001,601.12756
10.3,601.12756
10.4,601.12756
10.5,601.12756
10.600000000000001,601.12756
10.700000000000001,601.12756
10.8,601.12756
10.9,601.12756
11.0,602.7428
11.100000000000001,602.7428
11.200000000000001,602.7428
11.3,602.7428
11.4,602.7428
11.5,602.7428
11.600000000000001,602.7428
11.700000000000001,602.7428
11.8,602.7428
11.9,602.7428
12.0,603.15173
12.100000000000001,603.15173
12.200000000000001,603.15173
12.3,603.15173
12.4,603.15173
12.5,606.6168
12.600000000000001,606.6168
12.700000000000001,606.6168
12.8,606.6168
12.9,606.6168
13.0,607.2229
13.100000000000001,607.2229
13.200000000000001,607.2229
13.3,607.2229
13.4,607.2229
13.5,607.2229
13.600000000000001,607.2229
13.700000000000001,607.2229
13.8,607.2229
13.9,607.2229
14.0,607.79474
14.100000000000001,607.79474
14.200000000000001,607.79474
14.3,607.79474
14.4,607.79474
14.5,607.79474
14.600000000000001,607.79474
14.700000000000001,607.79474
14.8,607.79474
14.9,607.79474
15.0,609.9609
15.100000000000001,609.9609
15.200000000000001,609.9609
15.3,609.9609
15.4,609.9609
15.5,609.9609
15.600000000000001,609.9609
15.700000000000001,609.9609
15.8,609.9609
15.9,609.9609
16.0,616.79596
16.1,616.79596
16.2,616.79596
16.3,616.79596
16.400000000000002,616.79596
16.5,616.79596
16.6,616.79596
16.7,616.79596
16.8,616.79596
16.900000000000002,616.79596
17.0,616.79596
17.1,616.79596
17.2,616.79596
17.3,616.79596
17.400000000000002,616.79596
17.5,616.79596
17.6,616.79596
17.7,616.79596
17.8,616.79596
17.900000000000002,616.79596
18.0,617.9039
18.1,617.9039
18.2,617.9039
18.3,617.9039
18.400000000000002,617.9039
18.5,617.9039
18.6,617.9039
18.7,617.9039
18.8,617.9039
18.900000000000002,617.9039
19.0,617.9039
19.1,617.9039
19.200000000000003,617.9039
19.3,617.9039
19.400000000000002,617.9039
19.5,617.9039
19.6,617.9039
19.700000000000003,617.9039
19.8,617.9039
19.900000000000002,617.9039
20.0,621.5466
20.1,621.5466
20.200000000000003,621.5466
20.3,621.5466
20.400000000000002,621.5466
20.5,621.5466
20.6,621.5466
20.700000000000003,621.5466
20.8,621.5466
20.900000000000002,621.5466
21.0,621.5466
21.1,621.5466
21.200000000000003,621.5466
21.3,621.5466
21.400000000000002,621.5466
21.5,621.5466
21.6,621.5466
21.700000000000003,621.5466
21.8,621.5466
21.900000000000002,621.5466
22.0,623.5984
22.1,623.5984
22.200000000000003,623.5984
22.3,623.5984
22.400000000000002,623.5984
22.5,623.5984
22.6,623.5984
22.700000000000003,623.5984
22.8,623.5984
22.900000000000002,623.5984
23.0,623.5984
23.1,623.5984
23.200000000000003,623.5984
23.3,623.5984
23.400000000000002,623.5984
23.5,623.5984
23.6,623.5984
23.700000000000003,623.5984
23.8,623.5984
23.900000000000002,623.5984
24.0,626.66986
24.1,626.66986
24.200000000000003,626.66986
24.3,626.66986
24.400000000000002,626.66986
24.5,626.66986
24.6,626.66986
24.700000000000003,626.66986
24.8,626.66986
24.900000000000002,626.66986
25.0,623.24554
25.1,623.24554
25.200000000000003,623.24554
25.3,623.24554
25.400000000000002,623.24554
25.5,623.24554
25.6,623.24554
25.700000000000003,623.24554
25.8,623.24554
25.900000000000002,623.24554
26.0,621.5213
26.1,621.5213
26.200000000000003,621.5213
26.3,621.5213
26.400000000000002,621.5213
26.5,621.5213
26.6,621.5213
26.700000000000003,621.5213
26.8,621.5213
26.900000000000002,621.5213
27.0,621.5213
27.1,621.5213
27.200000000000003,621.5213
27.3,621.5213
27.400000000000002,621.5213
27.5,621.5213
27.6,621.5213
27.700000000000003,621.5213
27.8,621.5213
27.900000000000002,621.5213
