Aging_time_h,Predicted_UTS_MPa
0.0,198.59776
0.1,196.6118
0.2,195.98068
0.30000000000000004,195.36697
0.4,195.36697
0.5,194.32555
0.6000000000000001,194.32555
0.7000000000000001,194.32555
0.8,194.32555
0.9,194.32555
1.0,198.8893
1.1,198.8893
1.2000000000000002,198.8893
1.3,198.8893
1.4000000000000001,198.8893
1.5,200.85507
1.6,200.85507
1.7000000000000002,200.85507
1.8,200.85507
1.9000000000000001,200.85507
2.0,199.67111
2.1,199.67111
2.2,199.67111
2.3000000000000003,199.67111
2.4000000000000004,199.67111
2.5,193.30902
2.6,193.30902
2.7,193.30902
2.8000000000000003,193.30902
2.9000000000000004,193.30902
3.0,194.47855
3.1,194.47855
3.2,194.47855
3.3000000000000003,194.47855
3.4000000000000004,194.47855
3.5,194.47855
3.6,194.47855
3.7,194.47855
3.8000000000000003,194.47855
3.9000000000000004,194.47855
4.0,197.04123
4.1000000000000005,197.04123
4.2,197.04123
4.3,197.04123
4.4,197.04123
4.5,197.04123
4.6000000000000005,197.04123
4.7,197.04123
4.800000000000001,197.04123
4.9,197.04123
5.0,199.48254
5.1000000000000005,199.48254
5.2,199.48254
5.300000000000001,199.48254
5.4,199.48254
5.5,199.48254
5.6000000000000005,199.48254
5.7,199.48254
5.800000000000001,199.48254
5.9,199.48254
6.0,199.68639
6.1000000000000005,199.68639
6.2,199.68639
6.300000000000001,199.68639
6.4,199.68639
6.5,199.68639
6.6000000000000005,199.68639
6.7,199.68639
6.800000000000001,199.68639
6.9,199.68639
7.0,206.80472
7.1000000000000005,206.80472
7.2,206.80472
7.300000000000001,206.80472
7.4,206.80472
7.5,206.80472
7.6000000000000005,206.80472
7.7,206.80472
7.800000000000001,206.80472
7.9,206.80472
8.0,209.6339
8.1,209.6339
8.200000000000001,209.6339
8.3,209.6339
8.4,209.6339
8.5,241.19621
8.6,241.19621
8.700000000000001,241.19621
8.8,241.19621
8.9,241.19621
9.0,244.162
9.1,244.162
9.200000000000001,244.162
9.3,244.162
9.4,244.162
9.5,244.162
9.600000000000001,244.162
9.700000000000001,244.162
9.8,244.162
9.9,244.162
10.0,243.71465
10.100000000000001,243.71465
10.200000000000001,243.71465
10.3,243.71465
10.4,243.71465
10.5,243.71465
10.600000000000001,243.71465
10.700000000000001,243.71465
10.8,243.71465
10.9,243.71465
11.0,242.82428
11.100000000000001,242.82428
11.200000000000001,242.82428
11.3,242.82428
11.4,242.82428
11.5,242.82428
11.600000000000001,242.82428
11.700000000000001,242.82428
11.8,242.82428
11.9,242.82428
12.0,262.24338
12.100000000000001,262.24338
12.200000000000001,262.24338
12.3,262.24338
12.4,262.24338
12.5,266.80447
