Aging_time_h,Predicted_UTS_MPa
0.0,267.63647
0.1,267.63123
0.2,266.48242
0.30000000000000004,266.86215
0.4,266.86215
0.5,266.7759
0.6000000000000001,266.7759
0.7000000000000001,266.7759
0.8,266.7759
0.9,266.7759
1.0,271.81335
1.1,271.81335
1.2000000000000002,271.81335
1.3,271.81335
1.4000000000000001,271.81335
1.5,274.65485
1.6,274.65485
1.7000000000000002,274.65485
1.8,274.65485
1.9000000000000001,274.65485
2.0,273.81912
2.1,273.81912
2.2,273.81912
2.3000000000000003,273.81912
2.4000000000000004,273.81912
2.5,271.18976
2.6,271.18976
2.7,271.18976
2.8000000000000003,271.18976
2.9000000000000004,271.18976
3.0,272.1114
3.1,272.1114
3.2,272.1114
3.3000000000000003,272.1114
3.4000000000000004,272.1114
3.5,272.1114
3.6,272.1114
3.7,272.1114
3.8000000000000003,272.1114
3.9000000000000004,272.1114
4.0,273.03183
4.1000000000000005,273.03183
4.2,273.03183
4.3,273.03183
4.4,273.03183
4.5,273.03183
4.6000000000000005,273.03183
4.7,273.03183
4.800000000000001,273.03183
4.9,273.03183
5.0,275.53076
5.1000000000000005,275.53076
5.2,275.53076
5.300000000000001,275.53076
5.4,275.53076
5.5,275.53076
5.6000000000000005,275.53076
5.7,275.53076
5.800000000000001,275.53076
5.9,275.53076
6.0,270.93512
6.1000000000000005,270.93512
6.2,270.93512
6.300000000000001,270.93512
6.4,270.93512
6.5,270.93512
6.6000000000000005,270.93512
6.7,270.93512
6.800000000000001,270.93512
6.9,270.93512
7.0,273.23938
7.1000000000000005,273.23938
7.2,273.23938
7.300000000000001,273.23938
7.4,273.23938
7.5,273.23938
7.6000000000000005,273.23938
7.7,273.23938
7.800000000000001,273.23938
7.9,273.23938
8.0,273.86182
8.1,273.86182
8.200000000000001,273.86182
8.3,273.86182
8.4,273.86182
8.5,299.2249
8.6,299.2249
8.700000000000001,299.2249
8.8,299.2249
8.9,299.2249
9.0,299.87625
9.1,299.87625
9.200000000000001,299.87625
9.3,299.87625
9.4,299.87625
9.5,299.87625
9.600000000000001,299.87625
9.700000000000001,299.87625
9.8,299.87625
9.9,299.87625
10.0,298.04858
10.100000000000001,298.04858
10.200000000000001,298.04858
10.3,298.04858
10.4,298.04858
10.5,298.04858
10.600000000000001,298.04858
10.700000000000001,298.04858
10.8,298.04858
10.9,298.04858
11.0,294.4149
11.100000000000001,294.4149
11.200000000000001,294.4149
11.3,294.4149
11.4,294.4149
11.5,294.4149
11.600000000000001,294.4149
11.700000000000001,294.4149
11.8,294.4149
11.9,294.4149
12.0,310.954
12.100000000000001,310.954
12.200000000000001,310.954
12.3,310.954
12.4,310.954
12.5,314.81845
12.600000000000001,314.81845
12.700000000000001,314.81845
12.8,314.81845
12.9,314.81845
13.0,315.55173
13.100000000000001,315.55173
13.200000000000001,315.55173
13.3,315.55173
13.4,315.55173
13.5,315.55173
13.600000000000001,315.55173
13.700000000000001,315.55173
13.8,315.55173
13.9,315.55173
14.0,316.5078
14.100000000000001,316.5078
14.200000000000001,316.5078
14.3,316.5078
14.4,316.5078
14.5,316.5078
14.600000000000001,316.5078
14.700000000000001,316.5078
14.8,316.5078
14.9,316.5078
15.0,315.0997
15.100000000000001,315.0997
15.200000000000001,315.0997
15.3,315.0997
15.4,315.0997
15.5,315.0997
15.600000000000001,315.0997
15.700000000000001,315.0997
15.8,315.0997
15.9,315.0997
16.0,317.70438
16.1,317.70438
16.2,317.70438
16.3,317.70438
16.400000000000002,317.70438
16.5,317.70438
16.6,317.70438
16.7,317.70438
16.8,317.70438
16.900000000000002,317.70438
17.0,317.70438
17.1,317.70438
17.2,317.70438
17.3,317.70438
17.400000000000002,317.70438
17.5,317.70438
17.6,317.70438
17.7,317.70438
17.8,317.70438
17.900000000000002,317.70438
18.0,315.9259
18.1,315.9259
18.2,315.9259
18.3,315.9259
18.400000000000002,315.9259
18.5,315.9259
18.6,315.9259
18.7,315.9259
18.8,315.9259
18.900000000000002,315.9259
19.0,315.9259
19.1,315.9259
19.200000000000003,315.9259
19.3,315.9259
19.400000000000002,315.9259
19.5,315.9259
19.6,315.9259
19.700000000000003,315.9259
19.8,315.9259
19.900000000000002,315.9259
20.0,316.74017
20.1,316.74017
20.200000000000003,316.74017
20.3,316.74017
20.400000000000002,316.74017
20.5,316.74017
20.6,316.74017
20.700000000000003,316.74017
20.8,316.74017
20.900000000000002,316.74017
21.0,316.74017
21.1,316.74017
21.200000000000003,316.74017
21.3,316.74017
21.400000000000002,316.74017
21.5,316.74017
21.6,316.74017
21.700000000000003,316.74017
21.8,316.74017
21.900000000000002,316.74017
22.0,314.38126
22.1,314.38126
22.200000000000003,314.38126
22.3,314.38126
22.400000000000002,314.38126
22.5,314.38126
22.6,314.38126
22.700000000000003,314.38126
22.8,314.38126
22.900000000000002,314.38126
23.0,314.38126
23.1,314.38126
23.200000000000003,314.38126
23.3,314.38126
23.400000000000002,314.38126
23.5,314.38126
23.6,314.38126
23.700000000000003,314.38126
23.8,314.38126
23.900000000000002,314.38126
24.0,327.8124
24.1,327.8124
24.200000000000003,327.8124
24.3,327.8124
24.400000000000002,327.8124
24.5,327.8124
24.6,327.8124
24.700000000000003,327.8124
24.8,327.8124
24.900000000000002,327.8124
25.0,325.51282
25.1,325.51282
25.200000000000003,325.51282
25.3,325.51282
25.400000000000002,325.51282
25.5,325.51282
25.6,325.51282
25.700000000000003,325.51282
25.8,325.51282
25.900000000000002,325.51282
26.0,323.7828
26.1,323.7828
26.200000000000003,323.7828
26.3,323.7828
26.400000000000002,323.7828
26.5,323.7828
26.6,323.7828
26.700000000000003,323.7828
26.8,323.7828
26.900000000000002,323.7828
27.0,323.7828
27.1,323.7828
27.200000000000003,323.7828
27.3,323.7828
27.400000000000002,323.7828
27.5,323.7828
27.6,323.7828
27.700000000000003,323.7828
27.8,323.7828
27.900000000000002,323.7828
28.0,323.85416
28.1,323.85416
28.200000000000003,323.85416
28.3,323.85416
28.400000000000002,323.85416
28.5,323.85416
28.6,323.85416
28.700000000000003,323.85416
28.8,323.85416
28.900000000000002,323.85416
29.0,323.85416
29.1,323.85416
29.200000000000003,323.85416
29.3,323.85416
