Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,B,Bi,Pb,Al,EL
-0.5923724990566687,-0.7596610542736788,-0.16265101903422974,-1.0825563138101884,0.5160467487553634,-0.4450411776357485,2.034742072824059,-0.1696724382142005,0.014539512747147335,0.5422972736071336,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-1.4506186863248065,0.5770470350618103
-0.13744766045600748,0.9223351153061177,-0.9680354854331229,-0.1410460437252166,2.4039354851344785,2.3171229831135203,0.822782165692174,-0.1696724382142005,0.4512906349571759,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.608072860322027,0.05333614235327288
-0.3811573954206474,0.2682254938028635,-0.3008530872328564,-1.0825563138101884,1.823046643171674,-0.4450411776357485,1.4269850519456062,-0.1696724382142005,-0.2766279020595384,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-1.1800200268786591,0.6277287343561844
-0.535506894231586,-0.6615446110481907,0.10422194024587692,-1.053934401599605,1.1550244749144485,-0.37460599153664215,2.1591367846997653,-0.1696724382142005,-0.2766279020595384,0.9508991623683157,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-1.8837917903722934,1.8778773169507572
-0.6248671303852874,-0.9465495175603229,0.9334343494376367,-1.0825563138101884,-0.6457309351702462,-0.4450411776357485,-0.4602604339401145,-0.1696724382142005,-0.2766279020595384,1.2233004215424375,1.6348757840436083,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.039200678531825614,-0.25075405341297463
-0.6248671303852874,-0.38588412770039077,0.9286687608790635,1.2147287451971427,0.2256023277739611,-0.4450411776357485,-0.5882092804408413,-0.1696724382142005,-0.2766279020595384,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.011525815633923004,1.742726118832425
0.3499718094732724,-0.24571778023540772,-0.610616343540123,-0.5176501517592053,-0.2100643036981425,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,-0.2766279020595384,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,1.0524189135520685,-0.9602978435342184
-0.6248671303852874,-0.9465495175603229,-0.4438207439900564,-1.0825563138101884,1.9682688536623754,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,-0.2766279020595384,0.9508991623683157,4.553658993421995,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.045350648064691405,0.5601531352970185
1.2923161180032137,-0.05415710536659754,-0.4771798639000698,-1.0825563138101884,0.6322245171479245,1.8889875381973837,-0.5988716843159019,8.617113642419199,-0.04369397021418981,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,0.5348989773613115,1.0331823287111812
-0.6248671303852874,-0.9465495175603229,0.8333569897075968,0.08491642109517661,0.02229123308697928,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,-0.2766279020595384,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,0.24677290474648828,1.506211522125344
-0.6248671303852874,0.4551139570895074,1.2003073087177436,2.3068806584957096,0.7338800644914151,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,-0.2766279020595384,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.423573774336014,0.8980311305928489
-0.6248671303852874,-0.9465495175603229,1.6578038103407835,0.0095955994883788,-1.1540086718877003,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,0.16012322015049016,1.0870997919553766,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.08225046526189489,-0.14939065482422526
-0.6248671303852874,-0.9465495175603229,2.0628788378195164,-0.1787064545286155,-0.6892975983174564,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,0.014539512747147335,1.0870997919553766,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,5.970106790562081,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.7064723728478972,0.5263653357674356
0.18749865283017914,1.3895562735227278,1.1288234803391433,1.1017475127869458,0.5160467487553634,-0.30693296959828503,-0.5100183186903972,-0.1696724382142005,0.815249903465533,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.5588731040590876,3.1111319997805387
0.025025496187085876,-0.12891249068125524,-0.9680354854331229,-0.7059522057761995,-0.6820364877929213,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,-0.2766279020595384,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,1.4521669331884235,-0.36901135176651517
0.10626207450863251,-0.47932835934371276,-0.9680354854331229,-0.7059522057761995,-0.9724809087743238,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,-0.2766279020595384,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,1.5213540904331802,-0.7913588458863032
-0.535506894231586,-0.6615446110481907,0.10422194024587692,-1.053934401599605,1.1550244749144485,-0.37460599153664215,2.1591367846997653,-0.1696724382142005,-0.2766279020595384,0.9508991623683157,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-1.8837917903722934,2.638102806366376
0.7561547010810057,1.3895562735227278,-0.825067828675923,-0.1410460437252166,-0.6820364877929213,-0.4450411776357485,-0.5277889918154981,-0.1696724382142005,0.815249903465533,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,0.9678568324751453,0.7290921329449337
0.18749865283017914,1.3895562735227278,1.0573396519605431,1.1770683343937436,0.5160467487553634,0.9360409027388858,-0.5100183186903972,-0.1696724382142005,0.815249903465533,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.5465731649933561,-1.2981758388300488
-0.3324154484277194,-0.43260624352205174,-0.8584269485859363,0.1225768318985755,1.213113359110729,-0.4450411776357485,1.4269850519456062,-0.1696724382142005,-0.2766279020595384,0.6784979031941946,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,3.799751819681111,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.8602216111695725,0.712198233180142
0.3499718094732724,-0.42326182035771953,-0.9680354854331229,-0.6494615895711013,-1.008786461396999,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,-0.2766279020595384,-0.6835083926764128,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,1.4746143219833905,-0.031133356470684725
-0.6248671303852874,1.8100553159176767,1.0859331833119834,1.1017475127869458,0.42891342246094266,-0.4450411776357485,-0.5988716843159019,-0.1696724382142005,-0.2766279020595384,1.359501051129498,-0.24697128516087744,3.0667912105654986,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,-0.5158233173290183,1.0500762284759724
-0.6248671303852874,-0.9465495175603229,1.36710290826781,0.235558064308772,-1.6622864086051543,-0.4450411776357485,-0.5988716843159019,5.649391191344343,-0.2766279020595384,1.76810293989068,-0.24697128516087744,-0.1405986336858258,-0.10569832431536294,-0.2307626139460087,-0.2461390317661159,-0.03601412030328099,-0.06169933865645835,-0.06169933865645835,0.1668233008192199,-0.4534808505904728
