feature,importance
Al,0.16125541906587706
Cu,0.11987804933431706
Mg,0.1131324400740715
Si,0.0922518634141429
Zn,0.08962809731135557
Mn,0.0846258189368663
Fe,0.07847943597446222
Li,0.061122603873998184
Cr,0.05926360673034434
Zr,0.05054167806349425
Ti,0.0410254551009766
Ni,0.019823766526678794
V,0.009994484762336431
Ag,0.008623610759834137
Sc,0.006275622135911292
Be,0.0023047207709877325
Pb,0.0008765645115750677
Bi,0.0006273242825699532
B,0.00026943837020063717
