feature,coefficient
Si,-7.505372242569815
Fe,-5.177975903503587
Cu,19.201341301415074
Mn,9.074339655994414
Mg,18.583787511506955
Cr,-13.768654394266123
Zn,12.413811998008692
V,-11.107791284051512
Ti,-0.9097116605526393
Zr,16.118019764888903
Li,8.419716574709492
Ni,-6.7494756385917585
Be,5.031954937980881
Sc,10.466655510827687
Ag,-7.719231265244013
Al,-60.935779936531354
<intercept>,395.1272499999999
