Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time
-0.34350567891276795,-0.5618722654272065,-0.4167889558778839,-0.8014902736033883,1.6363311216493428,0.7761792029043889,1.253827681033221,-0.23842930358013512,-0.08002650909260059,-0.9524965165606527,-0.42211010543480754,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,-1.1386611446072856,-0.5394366065529667,-0.4047878210805234,-0.09473562919667865
0.6921255862957009,1.9223844444051628,1.2823598187476137,1.9906346605377918,-1.081073012344704,0.569249175963698,-0.8287351335051717,-0.23842930358013512,0.6990351636908698,-0.2613373046903525,-0.42211010543480754,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,-0.022304746644948782,-0.06174831531268338,-0.11992571393779423,0.7346527345215496
-0.3818623924390075,-0.7171383097917297,-0.4167889558778839,-0.8014902736033883,0.3098257860977467,-0.4654009587397583,1.3874031385254793,-0.23842930358013512,-0.2747919272884682,0.7062855919280677,-0.42211010543480754,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,-0.9192064680847759,-1.056932255396607,-0.01818924710110523,-0.06017778070841914
-0.34350567891276795,-0.5230557543360758,-0.5222916575703167,-0.8014902736033883,1.3916359626640968,-0.051540904858375806,1.1172164176888657,-0.23842930358013512,-0.08002650909260059,-0.9524965165606527,-0.42211010543480754,-0.16651385428198373,10.142343870856063,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,-0.8536881153838516,-0.5394366065529667,-0.4047878210805234,-0.09473562919667865
-0.3946479636144207,-0.7947713319739912,1.1268821530956072,-0.8014902736033883,-1.1969812455482416,-0.4654009587397583,-0.9046302798075913,-0.23842930358013512,-0.2747919272884682,0.7062855919280677,0.9401675933259515,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,0.6296982778059868,-0.06174831531268338,-2.3581279843449523,-0.3020827201262357
0.2446305951562391,0.5638065562155858,1.0324849989497464,1.6416190437701441,-0.9522860865629956,0.569249175963698,-0.8287351335051717,-0.23842930358013512,0.5367306485276468,0.7754015131150979,-0.42211010543480754,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,0.32755053476774704,-0.06174831531268338,-2.3581279843449523,-0.3020827201262357
-0.3946479636144207,-0.7947713319739912,-0.772166477368184,-0.8014902736033883,0.5416422525048217,-0.4654009587397583,-0.23068138064210555,-0.23842930358013512,-0.2747919272884682,0.7062855919280677,2.785434658010979,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,0.10809585824523743,1.1324724127880248,0.5922295539190288,0.3199585526624355
-0.3946479636144207,-0.7947713319739912,-0.5000805624771729,-0.8014902736033883,-0.8234991607812873,-0.4654009587397583,-0.9046302798075913,-0.23842930358013512,-0.2747919272884682,0.7062855919280677,2.6615912308509104,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,1.027261097593143,1.1324724127880248,0.8974389544290957,-0.28480379588210597
0.6921255862957009,1.9223844444051628,1.2823598187476137,1.9906346605377918,-1.081073012344704,0.569249175963698,-0.8287351335051717,-0.23842930358013512,0.6990351636908698,-0.2613373046903525,-0.42211010543480754,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,-0.022304746644948782,-0.06174831531268338,0.6939660207557178,-0.2329670231497167
0.39805744926119746,0.4861735340333245,-1.033146844712623,-0.5920809035427999,-0.5659253092178704,1.2935042702561173,-0.8985586681033977,-0.23842930358013512,-0.14494831515788978,-0.9524965165606527,-0.42211010543480754,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,1.7110691476270494,1.1324724127880248,0.3887566202456508,-0.14657240192906792
0.2318450239808259,0.1368249342131474,-1.0164885233927654,-0.7665887119266235,-0.4242596908579912,0.1036566153471426,-0.8894512505471074,0.18083359259097279,-0.2747919272884682,-0.9524965165606527,-0.42211010543480754,0.08034778326418511,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,1.7635474398389561,1.1324724127880248,-2.3581279843449523,4.052206189394463
-0.32432732214964816,-0.5579906143180935,0.11627732635756641,-0.7749650867290471,0.7734587189118967,-0.412633801869882,1.451155061419512,-0.23842930358013512,-0.2747919272884682,0.7062855919280677,-0.42211010543480754,-0.16651385428198373,-0.17367027176123395,-0.3028103844887615,-0.05812381937190964,-0.09977851578566091,-0.09977851578566091,-1.4372149197546475,-0.977317540189893,0.3887566202456508,-0.09473562919667865
