Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time,UTS_pred,Target_UTS,AbsError
0.000000,0.000000,6.423080,0.000000,0.861653,0.000000,3.850810,0.000000,0.044016,0.030785,0.000000,0.000000,0.000000,0.120739,0.000000,0.000000,0.000000,88.668917,522.152387,274.780035,9.053379,299.999359,300.000000,0.000641
0.000000,0.000000,6.411037,0.000000,0.859263,0.000000,3.859566,0.000000,0.043655,0.036653,0.000000,0.000000,0.000000,0.121776,0.000000,0.000000,0.000000,88.668049,522.228476,274.713575,9.409395,299.999359,300.000000,0.000641
0.000000,0.000000,6.408053,0.000000,0.857386,0.000000,3.860990,0.000000,0.043374,0.041192,0.000000,0.000000,0.000000,0.122344,0.000000,0.000000,0.000000,88.666661,522.351370,274.827153,9.444152,299.999359,300.000000,0.000641
0.000000,0.000000,6.416675,0.000000,0.860430,0.000000,3.852533,0.000000,0.043037,0.040881,0.000000,0.000000,0.000000,0.121153,0.000000,0.000000,0.000000,88.665291,522.256671,275.031572,9.467743,299.999359,300.000000,0.000641
0.000000,0.000000,6.401628,0.000000,0.857395,0.000000,3.866408,0.000000,0.042724,0.041239,0.000000,0.000000,0.000000,0.122587,0.000000,0.000000,0.000000,88.668020,522.287930,274.661645,9.687574,299.999359,300.000000,0.000641
0.000000,0.000000,6.401628,0.000000,0.857395,0.000000,3.866408,0.000000,0.043373,0.041239,0.000000,0.000000,0.000000,0.122587,0.000000,0.000000,0.000000,88.667371,522.287930,274.661645,9.687574,299.999359,300.000000,0.000641
0.000000,0.000000,6.402625,0.000000,0.857393,0.000000,3.865568,0.000000,0.042825,0.041232,0.000000,0.000000,0.000000,0.122549,0.000000,0.000000,0.000000,88.667809,522.297773,274.687323,9.688233,299.999359,300.000000,0.000641
0.000000,0.000000,6.403795,0.000000,0.857392,0.000000,3.864581,0.000000,0.042943,0.041223,0.000000,0.000000,0.000000,0.122505,0.000000,0.000000,0.000000,88.667561,522.309323,274.717456,9.689006,299.999359,300.000000,0.000641
0.000000,0.000000,6.408053,0.000000,0.857386,0.000000,3.860990,0.000000,0.043374,0.041192,0.000000,0.000000,0.000000,0.122344,0.000000,0.000000,0.000000,88.666661,522.351370,274.827153,9.691822,299.999359,300.000000,0.000641
0.000000,0.000000,6.408053,0.000000,0.857386,0.000000,3.860990,0.000000,0.043374,0.041192,0.000000,0.000000,0.000000,0.122344,0.000000,0.000000,0.000000,88.666661,522.351370,274.827153,9.691822,299.999359,300.000000,0.000641
