Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time,UTS_pred,Target_UTS,AbsError
0.000000,0.000000,6.617851,0.000000,2.609612,0.000000,6.005311,0.000000,0.040188,0.089263,0.000000,0.000000,0.000000,0.191956,0.000000,0.000000,0.000000,84.445819,442.692526,134.309288,9.264340,599.997253,600.000000,0.002747
0.000000,0.000000,3.865164,0.000000,2.354872,0.000000,2.355846,0.000000,0.035024,0.139272,0.000000,0.000000,0.000000,0.122399,0.000000,0.000000,0.000000,91.127424,502.766456,131.302998,9.453963,500.008362,500.000000,0.008362
0.000000,0.000000,7.008134,0.000000,1.360204,0.000000,2.326706,0.000000,0.052589,0.138469,0.000000,0.000000,0.000000,0.051897,0.000000,0.000000,0.000000,89.062000,521.733714,322.050763,8.069364,400.000183,400.000000,0.000183
0.000000,0.000000,6.423080,0.000000,0.861653,0.000000,3.850810,0.000000,0.044016,0.030785,0.000000,0.000000,0.000000,0.120739,0.000000,0.000000,0.000000,88.668917,522.152387,274.780035,9.053379,299.999359,300.000000,0.000641
0.000000,0.000000,7.082763,0.000000,0.116514,0.000000,0.118916,0.000000,0.056312,0.010681,0.000000,0.000000,0.000000,0.140690,0.000000,0.000000,0.000000,92.474124,523.908953,318.129733,5.009110,200.003784,200.000000,0.003784
