Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time,UTS_pred,Target_UTS,AbsError
0.000000,0.000000,7.082763,0.000000,0.116514,0.000000,0.118916,0.000000,0.056312,0.010681,0.000000,0.000000,0.000000,0.140690,0.000000,0.000000,0.000000,92.474124,523.908953,318.129733,5.009110,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,324.990811,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,324.990811,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,324.990811,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,318.535308,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,303.675595,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.116071,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.471287,523.307060,324.990811,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,324.990811,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,324.990811,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,324.990811,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082516,0.000000,0.119329,0.000000,0.120058,0.000000,0.056356,0.011436,0.000000,0.000000,0.000000,0.142277,0.000000,0.000000,0.000000,92.468029,523.307060,345.000000,5.010873,200.003784,200.000000,0.003784
0.000000,0.000000,7.082645,0.000000,0.119605,0.000000,0.119955,0.000000,0.056319,0.010785,0.000000,0.000000,0.000000,0.141736,0.000000,0.000000,0.000000,92.468955,523.253112,323.082290,5.012490,200.003784,200.000000,0.003784
0.000000,0.000000,7.082593,0.000000,0.119711,0.000000,0.119846,0.000000,0.056461,0.010963,0.000000,0.000000,0.000000,0.141053,0.000000,0.000000,0.000000,92.469372,523.926676,317.304727,5.012768,200.003784,200.000000,0.003784
0.000000,0.000000,7.082612,0.000000,0.119802,0.000000,0.119795,0.000000,0.056487,0.010850,0.000000,0.000000,0.000000,0.140759,0.000000,0.000000,0.000000,92.469695,524.075422,317.009313,5.013223,200.003784,200.000000,0.003784
0.000000,0.000000,7.082084,0.000000,0.118020,0.000000,0.118538,0.000000,0.057909,0.011301,0.000000,0.000000,0.000000,0.140947,0.000000,0.000000,0.000000,92.471200,523.225541,312.295257,5.013833,200.003784,200.000000,0.003784
0.000000,0.000000,7.083685,0.000000,0.120296,0.000000,0.119848,0.000000,0.056266,0.010319,0.000000,0.000000,0.000000,0.139283,0.000000,0.000000,0.000000,92.470303,523.842578,314.605029,5.016908,200.003784,200.000000,0.003784
0.000000,0.000000,7.082770,0.000000,0.120589,0.000000,0.119360,0.000000,0.056301,0.011567,0.000000,0.000000,0.000000,0.141779,0.000000,0.000000,0.000000,92.467635,523.308528,335.554408,5.017125,200.003784,200.000000,0.003784
0.000000,0.000000,7.084156,0.000000,0.114600,0.000000,0.114917,0.000000,0.057387,0.015429,0.000000,0.000000,0.000000,0.143605,0.000000,0.000000,0.000000,92.469907,523.295074,312.342479,5.017730,200.003784,200.000000,0.003784
0.000000,0.000000,7.082832,0.000000,0.120896,0.000000,0.119189,0.000000,0.056288,0.011599,0.000000,0.000000,0.000000,0.141657,0.000000,0.000000,0.000000,92.467539,523.308886,319.471354,5.018649,200.003784,200.000000,0.003784
0.000000,0.000000,7.085026,0.000000,0.126014,0.000000,0.118848,0.000000,0.056255,0.005159,0.000000,0.000000,0.000000,0.138956,0.000000,0.000000,0.000000,92.469742,523.213419,312.518485,5.020559,200.003784,200.000000,0.003784
0.000000,0.000000,7.063532,0.000000,0.120440,0.000000,0.123754,0.000000,0.055830,0.002420,0.000000,0.000000,0.000000,0.137705,0.000000,0.000000,0.000000,92.496318,523.292699,316.615599,5.021564,200.003784,200.000000,0.003784
0.000000,0.000000,7.063532,0.000000,0.120440,0.000000,0.123754,0.000000,0.055830,0.013783,0.000000,0.000000,0.000000,0.137705,0.000000,0.000000,0.000000,92.484955,523.292699,316.615599,5.021564,200.003784,200.000000,0.003784
0.000000,0.000000,7.084491,0.000000,0.118757,0.000000,0.119697,0.000000,0.055993,0.011559,0.000000,0.000000,0.000000,0.140444,0.000000,0.000000,0.000000,92.469060,523.320049,317.205781,5.022044,200.003784,200.000000,0.003784
0.000000,0.000000,7.083226,0.000000,0.118752,0.000000,0.140229,0.000000,0.055983,0.010744,0.000000,0.000000,0.000000,0.138456,0.000000,0.000000,0.000000,92.452611,523.660258,310.187488,5.022085,200.003784,200.000000,0.003784
0.000000,0.000000,7.082974,0.000000,0.121600,0.000000,0.118799,0.000000,0.056258,0.005218,0.000000,0.000000,0.000000,0.138995,0.000000,0.000000,0.000000,92.476156,523.309707,312.502848,5.022146,200.003784,200.000000,0.003784
0.000000,0.000000,7.085157,0.000000,0.120976,0.000000,0.119900,0.000000,0.055963,0.009503,0.000000,0.000000,0.000000,0.136520,0.000000,0.000000,0.000000,92.471980,523.514588,309.043617,5.022250,200.003784,200.000000,0.003784
0.000000,0.000000,7.082981,0.000000,0.121637,0.000000,0.118779,0.000000,0.056256,0.009263,0.000000,0.000000,0.000000,0.138857,0.000000,0.000000,0.000000,92.472227,523.309749,312.141458,5.022327,200.003784,200.000000,0.003784
0.000000,0.000000,7.082981,0.000000,0.121637,0.000000,0.118779,0.000000,0.056256,0.004887,0.000000,0.000000,0.000000,0.138857,0.000000,0.000000,0.000000,92.476603,523.309749,312.141458,5.022327,200.003784,200.000000,0.003784
0.000000,0.000000,7.075846,0.000000,0.117065,0.000000,0.117707,0.000000,0.056830,0.013647,0.000000,0.000000,0.000000,0.140476,0.000000,0.000000,0.000000,92.478428,523.293376,309.573470,5.022921,200.003784,200.000000,0.003784
0.000000,0.000000,7.084672,0.000000,0.114646,0.000000,0.113373,0.000000,0.057547,0.013550,0.000000,0.000000,0.000000,0.142461,0.000000,0.000000,0.000000,92.473751,523.293862,304.526351,5.023893,200.003784,200.000000,0.003784
