UTS
442.3
425.0
431.0
220.0
489.0
280.0
475.0
246.0
541.6
364.0
427.0
448.0
388.0
525.0
229.0
461.0
229.0
460.0
474.0
510.0
380.0
82.0
454.0
550.0
360.0
220.5
311.0
449.0
270.0
257.0
454.0
341.0
282.0
476.0
368.0
360.0
175.0
321.0
485.0
460.0
570.0
571.0
424.0
478.0
463.0
141.6
332.3
228.0
186.0
230.0
493.0
220.0
540.0
262.0
345.0
544.6
400.0
398.0
495.0
330.0
420.0
180.0
360.0
431.0
411.7
311.0
565.1
653.8
186.0
150.0
360.0
315.0
431.0
503.0
255.0
395.0
215.0
460.0
542.0
241.0
580.5
305.0
370.0
260.0
505.0
532.0
621.0
420.0
585.2
226.0
531.0
385.0
454.0
230.0
95.0
460.0
469.0
432.0
342.0
430.0
290.0
451.0
355.0
525.0
589.5
496.0
343.0
460.0
310.0
417.0
440.0
285.6
641.0
577.0
467.0
395.0
240.0
344.0
560.0
250.0
430.0
280.0
324.0
282.0
542.8
220.0
400.0
648.0
248.0
679.0
445.0
667.0
551.9
574.0
470.0
232.0
387.0
330.0
435.0
75.0
235.0
270.0
458.0
360.0
221.0
625.4
233.0
172.0
502.0
487.0
338.4
492.0
240.0
485.0
393.0
571.5
420.0
300.0
260.0
250.0
415.0
270.0
310.0
331.0
360.0
310.0
246.0
458.0
568.0
431.0
641.9
485.0
310.0
368.0
551.6
310.0
450.0
415.0
584.0
325.0
427.0
314.0
234.2
470.0
310.0
348.0
475.0
315.0
579.0
150.0
475.0
501.0
387.0
532.0
568.1
244.0
367.0
331.0
337.0
446.0
290.0
277.0
527.8
629.4
222.4
370.0
193.4
490.0
280.0
565.0
306.0
295.0
380.0
466.0
643.3
500.0
279.0
431.0
395.0
220.0
425.0
660.0
233.0
271.0
360.0
110.0
310.0
425.0
279.0
256.0
481.0
624.7
495.0
290.0
601.8
588.0
355.0
470.0
490.0
576.7
239.0
491.0
257.0
341.0
515.8
453.0
350.0
542.2
506.0
400.0
489.0
476.0
405.0
533.0
277.0
380.0
220.0
170.0
220.0
248.9
210.0
495.0
495.0
373.0
440.0
275.0
281.2
555.0
320.0
572.9
572.0
193.0
415.0
330.0
354.0
278.0
310.0
305.0
280.0
480.4
572.4
561.9
205.0
489.0
351.0
220.0
310.0
578.0
457.0
514.0
272.0
486.0
327.0
160.0
222.0
650.0
425.0
449.0
170.0
310.0
330.0
547.7
501.2
435.0
453.0
220.0
205.0
310.0
390.0
507.0
255.0
530.8
473.0
236.0
290.0
375.7
296.0
200.0
470.0
280.0
355.0
390.0
426.0
230.0
495.0
529.2
550.0
545.7
507.0
584.2
440.0
426.0
130.0
506.0
269.0
498.0
457.0
296.0
474.2
510.0
559.4
455.0
339.0
405.0
348.0
185.0
260.0
310.0
440.0
533.0
220.0
233.0
598.0
380.0
602.0
150.0
530.0
496.0
368.0
475.0
290.0
525.0
410.7
251.0
320.0
235.0
355.0
474.0
369.0
215.0
390.0
470.0
563.8
500.0
447.0
260.0
440.0
472.0
250.0
643.0
380.0
528.0
484.0
440.0
571.5
479.0
220.0
250.0
205.0
460.0
609.0
544.0
526.0
543.0
202.6
330.0
495.0
332.0
310.0
301.0
540.0
516.0
240.0
462.0
360.0
286.0
380.0
505.0
642.6
450.0
486.0
190.0
500.0
315.0
96.0
290.0
415.0
539.7
380.0
185.0
485.0
430.0
525.0
355.0
326.0
273.0
535.9
425.0
459.0
575.0
502.9
235.0
405.0
538.0
582.8
360.0
675.0
419.0
295.0
425.0
503.0
525.0
498.0
391.0
480.0
470.0
260.0
548.0
195.0
589.0
205.0
390.0
360.0
604.7
457.0
430.0
315.0
380.0
525.0
429.0
425.0
351.0
283.0
310.0
269.8
450.0
410.0
482.0
345.0
457.8
380.0
565.0
542.0
408.0
355.0
675.0
343.0
295.0
310.0
440.0
490.0
306.0
509.0
346.0
508.2
380.0
473.0
432.0
469.0
620.5
583.0
401.0
432.2
443.0
533.0
483.0
390.0
95.0
455.0
515.0
566.5
304.0
435.0
530.0
303.0
315.0
470.0
485.0
314.0
270.0
477.0
464.0
230.0
240.0
349.3
448.5
573.3
426.0
395.0
270.0
518.3
503.0
575.0
474.0
370.0
524.0
270.0
260.0
569.8
205.2
532.0
150.0
476.0
567.4
240.0
447.0
584.0
278.0
405.0
464.0
249.6
360.0
295.0
589.0
205.0
460.0
581.2
504.5
220.0
320.0
460.0
244.0
440.0
626.0
300.0
250.0
515.0
475.0
250.0
220.0
607.4
491.0
135.6
281.0
578.1
485.0
170.0
601.7
427.0
235.0
485.0
448.0
400.0
470.0
550.8
578.0
408.0
588.9
543.3
315.0
345.0
160.0
439.0
511.0
250.0
354.0
265.0
290.0
543.9
467.0
185.0
604.8
252.0
509.0
546.7
347.0
382.0
238.0
480.0
455.0
566.0
360.0
419.0
331.0
300.0
336.0
205.0
591.0
490.0
506.0
584.7
245.0
165.0
185.0
180.0
390.0
145.0
510.0
236.0
619.2
491.0
240.0
594.4
425.0
145.0
478.0
310.0
321.0
287.7
384.0
340.0
285.0
454.8
475.0
448.0
306.0
257.0
230.0
180.0
483.0
255.0
495.0
328.0
400.0
455.0
554.0
185.0
267.0
345.0
325.0
476.0
392.0
230.0
426.0
579.5
467.0
448.0
256.0
710.0
475.0
390.0
491.0
260.0
239.0
235.0
372.0
180.0
625.0
572.0
290.0
470.0
442.0
456.0
223.0
321.8
220.0
236.0
250.0
641.0
552.0
654.0
485.0
644.0
485.0
290.0
278.0
220.0
400.0
428.2
570.0
205.0
357.0
380.0
280.0
589.4
517.0
260.0
360.0
275.0
425.7
548.7
178.0
321.0
526.7
563.5
304.0
236.0
229.0
478.0
270.0
275.0
586.8
496.0
181.0
214.0
413.0
232.0
319.0
440.0
410.0
345.0
585.0
525.0
186.0
323.0
628.8
425.0
300.0
260.0
390.0
462.0
359.0
529.0
638.0
420.0
400.0
502.0
247.0
515.0
397.0
229.0
194.0
408.8
226.0
581.5
516.0
90.0
315.0
265.0
290.0
460.0
515.0
298.0
180.0
511.0
576.0
310.0
487.0
455.0
389.8
445.0
430.0
275.0
387.0
170.0
495.0
476.0
279.0
482.2
545.0
255.0
350.0
420.0
307.0
261.0
351.7
431.0
555.0
379.0
490.0
220.0
286.0
443.0
493.0
402.0
425.0
500.0
605.0
412.0
593.5
593.5
324.0
337.0
433.0
145.0
185.0
375.0
502.0
256.0
260.0
