Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time,UTS_pred
0.051276,0.054777,2.550688,0.015649,2.590328,0.190674,7.159927,0.149577,0.016671,0.164758,1.191877,0.729752,0.000527,0.209795,0.109944,0.275062,0.436925,84.101794,462.067869,124.636095,24.500000,717.422028
0.051541,0.055508,2.549624,0.014586,2.589077,0.190753,7.243019,0.135311,0.014602,0.164383,1.195479,0.732797,0.000022,0.235147,0.096336,0.292606,0.504457,83.934753,462.125803,124.747077,28.000000,717.417039
0.051178,0.054025,2.542746,0.017414,2.591811,0.190497,7.160829,0.145857,0.018584,0.165214,1.191324,0.740826,0.000086,0.235712,0.003595,0.279519,0.540394,84.070388,461.658913,124.676464,28.000000,717.417039
0.051088,0.054481,2.547672,0.014679,2.591704,0.190857,7.203044,0.147199,0.017163,0.165268,1.189053,0.741601,0.000090,0.233963,0.081937,0.277862,0.547677,83.944662,461.496898,124.463888,28.000000,717.417039
0.051101,0.054654,2.557952,0.014726,2.590584,0.190756,7.202347,0.145979,0.016884,0.164726,1.188933,0.739611,0.000771,0.231416,0.081582,0.312016,0.545235,83.910725,461.519531,124.492867,28.000000,717.417039
0.051376,0.055440,2.549969,0.014592,2.588959,0.190714,7.244595,0.135223,0.014292,0.164376,1.197540,0.732940,0.000023,0.235125,0.096687,0.293039,0.503730,83.931379,462.150822,124.766394,28.000000,717.417039
0.051172,0.054076,2.543975,0.017197,2.591712,0.190518,7.164185,0.145867,0.018447,0.165174,1.191131,0.740728,0.000142,0.235365,0.009897,0.282146,0.540786,84.057484,461.647649,124.661626,28.000000,717.417039
0.051463,0.055504,2.553386,0.014639,2.588888,0.190781,7.269418,0.142525,0.014876,0.164379,1.194072,0.714195,0.000027,0.235043,0.124921,0.291152,0.456480,83.938249,462.745568,124.684416,28.000000,717.417039
0.051463,0.055504,2.553429,0.014640,2.588886,0.190781,7.134641,0.150703,0.014877,0.164379,1.194061,0.714387,0.000027,0.235043,0.219209,0.291150,0.456576,83.970244,462.741721,124.683550,28.000000,717.417039
0.051463,0.054107,2.553386,0.014639,2.588888,0.190781,7.269418,0.154632,0.014876,0.164379,1.194072,0.714195,0.000027,0.235043,0.124921,0.291152,0.456480,83.927540,462.745568,124.684416,28.000000,717.417039
0.051101,0.054662,2.558075,0.014729,2.590562,0.190758,7.202282,0.132321,0.016873,0.164724,1.189051,0.739471,0.000768,0.231421,0.081779,0.311792,0.541130,83.928501,461.521433,124.486544,28.000000,717.417039
0.051448,0.055426,2.552867,0.014786,2.589040,0.190766,7.136020,0.150448,0.015072,0.164423,1.193917,0.715779,0.000030,0.235078,0.207861,0.251390,0.357621,84.118029,462.684728,124.683177,28.000000,717.417039
0.050790,0.054076,2.543389,0.017327,2.587046,0.190347,7.162801,0.144706,0.018565,0.167171,1.190016,0.741147,0.000083,0.235934,0.006210,0.278085,0.538266,84.074039,461.469390,124.634607,28.000000,717.417039
0.051069,0.054497,2.545588,0.014541,2.591451,0.190863,7.208424,0.139314,0.017030,0.165190,1.188852,0.740187,0.000090,0.234040,0.000000,0.275017,0.543157,84.040690,461.589316,125.280497,28.000000,717.417039
0.051146,0.054286,2.549039,0.016302,2.591303,0.190604,7.178012,0.148918,0.017881,0.165012,1.190334,0.740323,0.000370,0.233934,0.035871,0.292969,0.496916,84.046779,461.601227,124.600479,28.000000,717.417039
0.051463,0.055504,2.553429,0.014640,2.588886,0.190781,7.269173,0.130463,0.014877,0.164379,1.194061,0.714387,0.000027,0.235043,0.221574,0.291150,0.456576,83.853588,462.741721,124.683550,28.000000,717.417039
