Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time,UTS_pred
0.041500,0.052620,2.484620,0.017405,2.596068,0.190859,7.113607,0.114297,0.013966,0.169233,1.202833,0.459364,0.000858,0.203447,0.148552,0.018822,0.152381,85.019566,460.824502,126.432094,24.000000,716.500977
0.041290,0.053011,2.490484,0.017413,2.593621,0.190564,7.169613,0.127389,0.014378,0.169285,1.197493,0.571115,0.000366,0.192909,0.034765,0.007670,0.102213,85.026421,460.526576,126.412431,24.000000,716.500977
0.041521,0.053103,2.485290,0.017457,2.595856,0.190819,7.143979,0.118015,0.014010,0.169248,1.202981,0.467793,0.000919,0.140537,0.147573,0.021867,0.153543,85.035489,464.543055,126.430840,24.000000,716.500977
0.041521,0.053103,2.485290,0.017457,2.595856,0.190819,7.143979,0.118015,0.014010,0.169248,1.202981,0.467793,0.000223,0.140537,0.279921,0.021867,0.153543,84.903837,464.543055,126.430840,24.000000,716.500977
0.041416,0.055244,2.489969,0.016496,2.595012,0.190943,7.358592,0.149813,0.014395,0.169449,1.205971,0.329821,0.001402,0.214267,0.154394,0.124281,0.114315,84.774218,460.072254,126.476459,24.000000,716.253174
0.041567,0.052493,2.488996,0.016749,2.594222,0.190637,7.352990,0.127850,0.014627,0.169380,1.198811,0.115782,0.001368,0.169619,0.143962,0.066077,0.158818,85.096054,460.656491,126.477522,24.000000,716.253174
0.041693,0.056657,2.490222,0.016527,2.594323,0.190524,7.391052,0.142853,0.012518,0.167442,1.200871,0.516276,0.001361,0.193179,0.156700,0.033163,0.149389,84.645248,460.447296,126.441270,24.000000,716.253174
0.041427,0.056483,2.489242,0.016470,2.594758,0.190765,7.242005,0.158000,0.014326,0.169445,1.206137,0.526747,0.001387,0.194848,0.150958,0.090295,0.160096,84.696610,460.518470,126.445749,24.000000,716.253174
0.041480,0.052087,2.492699,0.016044,2.596520,0.190930,7.393139,0.109085,0.014057,0.169415,1.203523,0.491809,0.001404,0.192096,0.158298,0.054025,0.154121,84.669268,460.881376,126.429108,24.000000,716.253174
0.041674,0.056656,2.490226,0.017838,2.594289,0.190523,7.367588,0.145387,0.014340,0.169365,1.204071,0.529850,0.001367,0.192388,0.140359,0.044282,0.162099,84.637699,461.280511,126.421607,24.000000,716.253174
0.041446,0.056496,2.489320,0.016475,2.594723,0.190727,7.237141,0.157074,0.014327,0.169439,1.205984,0.515571,0.001441,0.194670,0.150369,0.086929,0.160202,84.717666,460.569982,126.466417,24.000000,716.253174
0.041585,0.056619,2.490285,0.016531,2.594132,0.190304,7.164645,0.144217,0.014340,0.169344,1.204078,0.408163,0.001958,0.202898,0.142953,0.036009,0.256016,84.865923,460.950403,126.653105,24.000000,716.253174
0.041486,0.056627,2.509670,0.017035,2.592953,0.190432,7.401398,0.132380,0.014398,0.169281,1.201522,0.565713,0.001368,0.199877,0.144001,0.038029,0.150219,84.573613,460.063508,126.304263,24.000000,716.253174
0.041674,0.056656,2.490226,0.017838,2.594289,0.190523,7.367588,0.147771,0.014340,0.169365,1.204071,0.529850,0.001367,0.192388,0.140359,0.044282,0.150113,84.647300,461.280511,126.421607,24.000000,716.253174
