feature,importance
Al,0.6537784488526994
Zn,0.10556442223553088
Mg,0.08356048767578887
Cu,0.041297273132572865
Si,0.03106435373632794
Cr,0.016675571345798477
Zr,0.010806913447901382
Ni,0.010248067285903455
Li,0.008990342125293678
Fe,0.008713196753424326
Ag,0.007733312536466789
Ti,0.006997098907112221
Mn,0.006895739500068311
V,0.003841975059362094
Sc,0.0026702297701832805
Be,0.0011625676355657838
