feature,importance
Al,0.40910277
Si,0.11803925
Mg,0.09388216
Zn,0.08239013
Cu,0.05764772
Zr,0.05010865
Cr,0.028789533
Sc,0.027744671
Li,0.02686486
Mn,0.019126171
Ni,0.017819222
V,0.016971894
Be,0.015887594
Ti,0.014557583
Ag,0.0124036195
Fe,0.008664233
B,0.0
Bi,0.0
Pb,0.0
