Si,Cu,Mn,Mg,Cr,Zn,Ti,Ni,Ag,Al
-0.5238740595928805,0.3715770617737978,1.6794254370640331,-0.32350574843481267,-0.5229209573956812,-0.7003158957806873,3.219656550262986,-0.4895254411627707,3.24037034920393,-0.28857812854756326
-0.5238740595928805,-1.3526708827730363,-0.5188468829953923,-0.13667764699156393,2.2105295017181072,1.2520799348806229,-0.09202596011834707,-0.4895254411627707,-0.3086066999241838,0.25707566437996415
-0.5238740595928805,0.14667515596334127,-0.5188468829953923,0.6106347587814313,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,2.1596710639534002,-0.3086066999241838,0.15867907877008258
-0.5238740595928805,1.6460211946997187,2.62154214566093,4.265967178323256,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,0.17277368511627206,-0.3086066999241838,-3.1957499761122614
-0.5238740595928805,0.3715770617737978,1.6794254370640331,-0.4047353577579643,-0.5229209573956812,-0.7003158957806873,-0.06322872089763984,-0.4895254411627707,-0.3086066999241838,1.0889740699907853
-0.5238740595928805,-1.1652526279309892,-0.5188468829953923,-0.039202115803781946,-0.5229209573956812,1.414779587435732,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,0.06922763730655215
0.8861273986730637,0.33409341080538846,-0.5188468829953923,-0.6078093810658435,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,1.0084677726736122
-0.5238740595928805,0.14667515596334127,-0.5188468829953923,0.6106347587814313,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,2.1596710639534002,-0.3086066999241838,0.15867907877008258
3.3215844629506037,0.14667515596334127,-0.5188468829953923,-0.6078093810658435,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,0.3823076824289055
2.039764955436109,1.2711846850156243,-0.5188468829953923,-0.6078093810658435,-0.5229209573956812,0.11318236699485863,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,-2.167058399281677
-0.5238740595928805,-1.3526708827730363,-0.5188468829953923,-0.12043172512693358,1.6638394098953495,1.577479239990841,-0.16401905817011522,-0.4895254411627707,-0.3086066999241838,-0.13203810598638976
0.8861273986730637,0.33409341080538846,-0.5188468829953923,-0.6078093810658435,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,1.0084677726736122
-0.5238740595928805,-1.3526708827730363,-0.5188468829953923,-0.12043172512693358,1.6638394098953495,1.577479239990841,-0.16401905817011522,-0.4895254411627707,-0.3086066999241838,-0.13203810598638976
-0.5238740595928805,0.14667515596334127,-0.5188468829953923,0.6106347587814313,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,2.1596710639534002,-0.3086066999241838,0.15867907877008258
-0.5238740595928805,-1.3526708827730363,-0.5188468829953923,-0.12043172512693358,1.6638394098953495,1.577479239990841,-0.16401905817011522,-0.4895254411627707,-0.3086066999241838,-0.13203810598638976
0.8861273986730637,0.33409341080538846,-0.5188468829953923,-0.6078093810658435,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,1.0084677726736122
-0.5238740595928805,0.14667515596334127,-0.5188468829953923,0.6106347587814313,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,2.1596710639534002,-0.3086066999241838,0.15867907877008258
-0.5238740595928805,-1.3526708827730363,-0.5188468829953923,-0.13667764699156393,2.2105295017181072,1.2520799348806229,-0.09202596011834707,-0.4895254411627707,-0.3086066999241838,0.25707566437996415
-0.5238740595928805,0.5215116656474357,1.6794254370640331,-0.6078093810658435,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,0.9950500564540824
-0.5238740595928805,0.3715770617737978,1.6794254370640331,-0.32350574843481267,-0.5229209573956812,-0.7003158957806873,3.219656550262986,-0.4895254411627707,3.24037034920393,-0.28857812854756326
0.8861273986730637,0.33409341080538846,-0.5188468829953923,-0.6078093810658435,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,1.0084677726736122
-0.5238740595928805,2.3956942140679076,-0.5188468829953923,-0.4047353577579643,-0.5229209573956812,-0.7003158957806873,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,-1.0712782413534434
-0.5238740595928805,-1.09028532599417,-0.5188468829953923,-0.32350574843481267,-0.5229209573956812,1.7401788925459503,-0.37999835232541956,-0.4895254411627707,-0.3086066999241838,-0.3109409889134443
